"ADDRESS","AVAILABILITY_STATUS","AVAILABLE_AT","BATHS","BEDS","BUILDING_TYPE","CITY","CLUBHOUSE","COMPANY","DATE_POSTED","DESCRIPTION","DOORMAN","FURNISHED","GARAGE","GARAGE_COUNT","GRANITE","GYM","ID","LATITUDE","LAUNDRY","LONGITUDE","NEIGHBORHOOD","POOL","RENT_PRICE","SCRAPED_TIMESTAMP","SQFT","STAINLESS","STATE","YEAR_BUILT","ZIP"
"1 Nashua Street, Boston, MA 02114","available","2025-01-08 09:25:13.465",1,0,"apartment building","Boston","Y","AvalonCommunities","2025-01-08 00:00:00.000","Room dimensions, square footage, and features shown on the floor plan drawings are approximate and may vary between individual apartments that have similar layouts. Furniture shown on the floor plan drawings is representative and individual apartments come unfurnished unless specified otherwise. Quoted rent is per month for new move-ins to the community, based on the move-in date selected. Pricing may vary based on lease term. Quoted rent does not including other fees and charges that may be part of your lease (i.e. utilities, parking, etc.). Please contact the community for details. Prior to signing a lease, quoted rent, specials, availability, and other terms and conditions are subject to change without notice. Washington State - We require our own screening and do not accept comprehensive reusable tenant screening reports. Features/amenities: Granite Countertops, Electric Stove, Microwave, Dishwasher, Garbage Disposal, Floor to Ceiling Windows, City View, Primary Exposure West, Stainless Steel Appliances, Central Air Conditioning, Washer/Dryer, Pet-friendly community with WAG Pet Spa, , , EV outlets, , , , , , , Furnished+ offers all the essential items you need to move in plus conveniences like flexible lease terms, included utilities, and immediate access to highspeed Wi-Fi and cable TV (Select Homes), Fully-equipped, modern kitchens with quartz stone countertops, tile backsplash, stainless steel appliances, and two-tone cabinetry, , , , , Sky pavilion lounge and rooftop deck with panoramic views, , , , , Bilt Rewards- Start earning points on rent with our free resident rewards program. Use your points for travel, future rent credit, fitness classes, and more, ","N","Y","N","","Y","Y",511638804,42.365735,"Y",-71.063603,"Central","N",2265,"2025-01-08 09:25:13.550",496,"Y","MA","",2114
"101 Mill Rd. , Everett, MA 02149","available","2025-01-08 07:39:35.435",2,2,"apartment building","Everett","N","Greystar","2025-01-08 00:00:00.000","With a welcoming, light-industrial design, tasteful amenities, and dedicated work areas, inspiration is easy to come by. So, whether your plans involve getting creative, getting fit, gathering with friends, or relaxing after your easy commute, Mason is always the right speed. After all, this is home. Features/amenities: Get creative in the makerspace, designed for artists & DIY enthusiasts, Relax in the Great Room with cozy fireplace & large-screen tv’s, On-site parking and easy access to the Chelsea train station, Stay active in the fully equipped, modern fitness center and yoga studio, Variety of open concept + private onsite co-working spaces, Resort-style courtyard pool with cabana seating, Treat your wardrobe to luxurious oversized closets, Stylish wide-plank flooring throughout, Sleek subway tile backsplashes, Feel the light pour in through oversized windows, Modern white high-gloss, flat front cabinetry, Quartz countertops & stainless GE™ appliances, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511634627,42.399561,"Y",-71.044518,"","Y",4000,"2025-01-08 07:40:17.276",1105,"Y","MA","",2149
"4 Lucy Street , Boston, MA 02125","available","2025-01-08 03:27:20.794",2,2,"apartment building","Boston","Y","Greystar","2025-01-08 00:00:00.000","The Andi offers the opportunity to live in one of Boston's most connected neighborhoods. With easy access to the MBTA Red Line & I-93, you can easily spend days, nights and weekends in your favorite Boston neighborhoods. Our front yard, known as South Bay Center, is alive with a new energy. Outside your door you'll find every convenience - from groceries to home decor - as well as retail therapy, grab-and-go or full-service dining, and even a gleaming, new luxury AMC Theater. Inside, you'll find modern and spacious studio, one, two and three bedroom apartment homes and an amenity suite that's nothing short of amazing. You will fall in love with The Andi apartments in Dorchester, MA! Features/amenities: Close to Quincy Center MBTA Red Line Station, Gargage Parking Available, Indoor Pet Spa, Lush Courtyard with Grilling Stations, Coworking Spaces and Conference Room, Saltwater Pool & Sundeck, Lounge & Fire Features, 2 State-of-the-Art Fitness Centers, Clubhouse w/Billiards, Generous Floor Plans, Washer & Dryers in Unit, Undercabinet Lighting, Patio or Balcony*, Generous Closet Space, High End Finishes, Modern Kitchens, Expansive Windows, Wood Plank Flooring, Air Conditioning, Dishwasher, Fitness Center, Controlled Access, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available","N","N","N","","N","Y",511617190,42.324477,"Y",-71.062528,"North Dorchester","Y",3930,"2025-01-08 03:27:46.413",1105,"N","MA","",2125
"449 Canal Street , Somerville, MA 02145","available","2025-01-08 09:15:54.879",2,2,"apartment building","Somerville","Y","Greystar","2025-01-08 00:00:00.000","We don't just rent apartments. From the moment you walk through the front door you'll feel the comfort and security that makes our residents happy to call us home. Cutting edge amenities, meticulously-groomed grounds, and a dedicated staff contributes to a higher standard of living. Convenient shopping, award-winning schools, local museums and parks are all close at hand, with sponsored activities to develop new hobbies while getting to know your neighbors. Montaje is leasing for immediate move-in's, please contact the Leasing Gallery to schedule your VIP tour today! Features/amenities: 24-hour Concierge, Amazon Hub Package System, 20th Floor Sky Lounge, Bike Storage & Repair Station, Media Room, Resident Lounge w/Billiards Table, 24/7 Fitness Center, Courtyard w/Grilling Stations, Resort-Style Swimming Pool, *In Select Units, Panoramic City Views*, Oudoor Spaces & Juliet Balconies*, Walk-in Closets*, 12 Foot Ceilings*, Custom Pendant Lighting*, Wood-style Plank Floors, Stainless Steel Kitchen Appliances, Quartz Countertops, Dishwasher, Fitness Center, Covered Parking or Garages, Controlled Access, Pet Friendly, Swimming Pool(s), Spacious Closets, Smoke Free Community","Y","N","N","","Y","Y",511638343,42.393743,"N",-71.078713,"","Y",4693,"2025-01-08 09:16:21.598",1300,"Y","MA","",2145
"51 Keys Drive, Peabody, MA 01960","available","2025-01-08 02:27:54.556",1.5,2,"apartment building","Peabody","N","AvalonCommunities","2025-01-08 00:00:00.000","Room dimensions, square footage, and features shown on the floor plan drawings are approximate and may vary between individual apartments that have similar layouts. Furniture shown on the floor plan drawings is representative and individual apartments come unfurnished unless specified otherwise. Quoted rent is per month for new move-ins to the community, based on the move-in date selected. Pricing may vary based on lease term. Quoted rent does not including other fees and charges that may be part of your lease (i.e. utilities, parking, etc.). Please contact the community for details. Prior to signing a lease, quoted rent, specials, availability, and other terms and conditions are subject to change without notice. Washington State - We require our own screening and do not accept comprehensive reusable tenant screening reports. Features/amenities: Refrigerator, Gas Stove, Dishwasher, Garbage Disposal, Hardwood flooring, Primary Exposure Northeast, Central Air Conditioning, Washer/Dryer, Cats and dogs are welcome. Please check the dog breed and pet restrictions., , , Unassigned, free parking is available by most buildings, , , Eco-friendly community with on-site recycling bins, sustainable lighting techniques to reduce energy consumption and smart rain sensors used to reduce water consumption, , Furnished apartment homes available, , , , , , , Bilt Rewards- Start earning points on rent with our free resident rewards program. Use your points for travel, future rent credit, fitness classes, and more, ","N","Y","N","","N","Y",511605664,42.5427102,"Y",-70.9495688,"","N",2555,"2025-01-08 02:27:54.559",1132,"N","MA","",1960
"500 Broadway , Malden, MA 02148","available","2025-01-08 02:04:39.098",1,1,"apartment building","Malden","Y","Greystar","2025-01-08 00:00:00.000","Located just outside of Boston, in Malden, MA, Strata is an apartment community featuring modern studio, one-bedroom, two-bedroom, and three-bedroom apartments. Our pet-friendly Malden apartments for rent were designed with you in mind, featuring spacious layouts, updated finishes and appliances, and patios in select units. Our Malden apartments' amenities include an outdoor pool, fitness center, and plenty of community gathering spaces, both indoors and out. Features/amenities: Garage Parking Available, Pet Wash, Private Workstations and Game Area with Wi-Fi, Outdoor Gaming Area, Outdoor Space w/Fire Pits & BBQs, Sundeck & Loungers, Expansive Outdoor Pool, Fitness Center, Resident Lounge, Newly Renovated Apartments, Built-In Gas Fireplaces*, Private Courtyard Patios*, Washer & Dryer in Unit, Wood-Style Flooring, Stainless Steel Appliances, Granite Countertops, Fireplaces*, Spacious Layouts, Air Conditioning, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Washer/Dryer Available, Smoke Free Community","N","N","Y","","Y","Y",511601244,42.438478,"Y",-71.035048,"","Y",2625,"2025-01-08 02:04:39.551",800,"Y","MA","",2148
"10 Primrose Way","unknown","2025-01-08 14:07:15.794",2,2,"apartment building","Haverhill","Y","Willow Bridge","2025-01-08 00:00:00.000","For those looking for a home in a quiet suburban neighborhood, life at the Residences at Little River in Haverhill, MA is the place. Situated only minutes away from I-93, I-95, and I-495, our community ensures that you’ll have an easy commute when you want to get around. To make things even easier, you’ll only be a short jaunt from the Haverhill T station, which puts everything within reach. These one- and two-bedroom apartments offer a wide selection of upgraded amenities including fireplaces, vaulted ceilings, and built-in desks. When you want a break, escape to the clubhouse, pool, or the 24-hour fitness center situated right outside your door. Contact our staff today to check availability. Apartment amenities:  Community amenities: ","N","N","N","","N","Y",511650665,42.795503,"N",-71.093947,"","Y",2449,"2025-01-08 14:07:20.354",1082,"N","MA","",1830
"771-775 Beacon Street , Boston, MA 02215","available","2025-01-08 01:27:13.195",1,0,"apartment building","Boston","Y","Greystar","2025-01-08 00:00:00.000","Welcome to Bower Residences in Boston, MA. The crown jewel of Bower, where we are sure residents will be lining up to relax is the amazing rooftop amenity space. With 360 views of Boston including a look inside neighboring Fenway Park, the rooftop will offer a sizable swimming pool, cabanas, and lush plantings.  Right below the roof deck, there is another resident lounge complete with an oversized skylight and more lush greenery. Downstairs generously sized residences again feature Italian cabinetry, this time a two-tone finish including upper cabinets in a lovely green. This building also houses space for the management office and resident fitness center rounding out a full suite of tenant amenities. Learn more and schedule a tour today! Features/amenities: Parking Garage & Bike Storage, Groom Room, Underground Parking, Bike Repair & Wash Station, Fitness Center, Resident Lounge, Fire Pits & Grilling Areas, Pool Deck w/Cabanas, Rooftop Terrace w/360 Views, Wood-style Flooring, Ample Closet Space, Beautifully Tiled Baths, Stone Counters & Tile Backsplashes, Energy Efficient Appliances, Italian Cabinetry, Two-Tone Finishes, View Smart Windows, Brand New Apartments, Dishwasher, Fitness Center, Controlled Access, Pet Friendly, Swimming Pool(s), Spacious Closets, Smoke Free Community","N","N","Y","","N","Y",511591236,42.347385,"N",-71.101444,"Fenway-Kenmore","Y",3162,"2025-01-08 01:27:13.454",534,"N","MA","",2215
"22 Mount Carmel Way , Worcester, MA 01605","available","2025-01-08 04:19:48.801",1,1,"apartment building","Worcester","Y","Greystar","2025-01-08 00:00:00.000","If you’re looking to plant some roots in the heart of the Commonwealth, look no further than Alta on the Row. Located on the famed Shrewsbury Street, Alta on the Row delivers quick accessibility to Worcester’s hub for exploration and entertainment. Whether you’re a newcomer or local Worcesterite seeking adventure and excitement, Alta on the Row happily indulges. You can embrace Worcester at Alta on the Row. Features/amenities: Enchanting rooftop lounge with cozy seating, fire pits, and unobstructed views of downtown Worcester, Exquisite work-from-home suites and co-working spaces for enhanced productivity and convenience, Elegant clubroom for socializing and entertaining in style, Cutting-edge golf simulator for honing your swing in our game lounge, State-of-the-art 24-hour fitness center equipped with cutting-edge cardio and strength equipment and a dedicated yoga studio., Multiple chic grilling stations for gourmet outdoor culinary experiences, Sumptuous resort-style swimming pool featuring a tanning deck and turf surround for unparalleled relaxation, 2 serene expansive courtyards, styled with plush private seating and an outdoor entertainment space, and an
outdoor “living room” connecting the two courtyards, Prime location located .2 miles from Union Station, enabling residents to easily reach Boston via the MBTA Commuter Rail., Smart NEST thermostats for effortless climate control, Full-size washer and dryer in every apartment, Modern kitchen pendant lighting in select apartment homes, Spacious en-suite primary bathroom with quartz countertops, shower and tub tile surrounds, and frameless, Opulent LVT flooring throughout the entire apartment home, including bedrooms, Full-size washer and dryer in every apartment home, Sleek Stainless Steel Samsung appliance package, Stunning kitchens featuring quartz countertops, designer tile backsplash, soft close cabinetry, and pantry storage, One, two, and three- bedroom custom designed floor plans, Air Conditioning, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511624963,42.264395,"Y",-71.792112,"","Y",2655,"2025-01-08 04:19:58.067",745,"Y","MA","",1605
"100 Heard Street , Chelsea, MA 02150","available","2025-01-08 02:50:30.252",1,1,"apartment building","Chelsea","N","Greystar","2025-01-08 00:00:00.000","Welcome to One North of Boston! Our apartment community has been designed to be exceptional, with more amenities than you've ever seen before, engaging resident services, gorgeous apartment homes, high end finishes, and pet pampering. It is easy to fall in love with the community, but also the convenience. We are located just one mile from downtown Boston and have direct access with the Silver Line at our door, and we are only one stop to North Station via the Commuter Line. Find a home that truly has everything to offer. Features/amenities: 0, On-Site Dog Day Care & Spa, Outdoor Gaming Area, Two Sparkling Pools & Sundecks, Indoor Basketball Court, Amazon Hub Package System, Walk-In Closets, Stainless Steel/Energy Star Appliances, Quartz Countertops, Oversized Windows, Bamboo & Wide Plank Flooring, Air Conditioning, Dishwasher, Fitness Center, Controlled Access, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511610213,42.395341,"Y",-71.032912,"","Y",2345,"2025-01-08 02:50:30.594",683,"Y","MA","",2150
"1555 Vfw Pkwy","unknown","2025-01-08 10:55:12.496",1,1,"apartment building","West Roxbury","N","Willow Bridge","2025-01-08 00:00:00.000","Situated just steps from the Charles River, Parkway’s one, two, and three bedroom apartments offer all the comforts of suburban living within minutes of downtown Boston. Apartment amenities:  Community amenities: ","N","N","N","","N","N",511642747,42.267399,"N",-71.171297,"West Roxbury","N",2823,"2025-01-08 10:55:37.105",760,"N","MA","",2132
"22 Mount Carmel Way , Worcester, MA 01605","available","2025-01-08 04:19:48.801",1,1,"apartment building","Worcester","Y","Greystar","2025-01-08 00:00:00.000","If you’re looking to plant some roots in the heart of the Commonwealth, look no further than Alta on the Row. Located on the famed Shrewsbury Street, Alta on the Row delivers quick accessibility to Worcester’s hub for exploration and entertainment. Whether you’re a newcomer or local Worcesterite seeking adventure and excitement, Alta on the Row happily indulges. You can embrace Worcester at Alta on the Row. Features/amenities: Enchanting rooftop lounge with cozy seating, fire pits, and unobstructed views of downtown Worcester, Exquisite work-from-home suites and co-working spaces for enhanced productivity and convenience, Elegant clubroom for socializing and entertaining in style, Cutting-edge golf simulator for honing your swing in our game lounge, State-of-the-art 24-hour fitness center equipped with cutting-edge cardio and strength equipment and a dedicated yoga studio., Multiple chic grilling stations for gourmet outdoor culinary experiences, Sumptuous resort-style swimming pool featuring a tanning deck and turf surround for unparalleled relaxation, 2 serene expansive courtyards, styled with plush private seating and an outdoor entertainment space, and an
outdoor “living room” connecting the two courtyards, Prime location located .2 miles from Union Station, enabling residents to easily reach Boston via the MBTA Commuter Rail., Smart NEST thermostats for effortless climate control, Full-size washer and dryer in every apartment, Modern kitchen pendant lighting in select apartment homes, Spacious en-suite primary bathroom with quartz countertops, shower and tub tile surrounds, and frameless, Opulent LVT flooring throughout the entire apartment home, including bedrooms, Full-size washer and dryer in every apartment home, Sleek Stainless Steel Samsung appliance package, Stunning kitchens featuring quartz countertops, designer tile backsplash, soft close cabinetry, and pantry storage, One, two, and three- bedroom custom designed floor plans, Air Conditioning, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511624982,42.264395,"Y",-71.792112,"","Y",2520,"2025-01-08 04:20:05.224",803,"Y","MA","",1605
"65 Silver Leaf Way , Marlborough, MA 01752","available","2025-01-08 13:29:55.842",2,2,"apartment building","Marlborough","Y","Greystar","2025-01-08 00:00:00.000","At Stone Gate, you’ll be surrounded by lush greenery at every turn. Come home to a comfortable, light filled apartment home made for family living in Marlborough, MA. Spread out in your generous living area, or expand it further by opening the sliding door onto your private patio or balcony. With a heated pool, private dog park, outdoor fireside lounge, and more, there’s no better place to stay home while getting outside. Features/amenities: Valet Dry Cleaning Service, Luxer One Package Acceptance, Community Playground, Community Pet Park, Free WI-FI at Clubhouse and Pool, Elegant Clubhouse with Coffee Bar, Fireside Lounge and Outdoor Kitchen, Heated Swimming Pool and Sundeck, 24-hour Fitness Center with Stereo System and TV, Airy 9' Ceilings with Crown Molding, Pet-friendly Hard Flooring*, Cozy Gas Fireplaces*, Built-in Linen Storage, Built-in Bookshelves and Desks*, Formal Dining Areas, Cherry and White Kitchen Cabinet Options, Designer Appliance Packages with Gas Cooking, White Quartz Countertops*, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511649146,42.318021,"Y",-71.574675,"","Y",2842,"2025-01-08 13:30:06.053",1366,"N","MA","",1752
"305 Winter Street , Waltham, MA 02451","available","2025-01-08 04:44:11.739",2,2,"apartment building","Waltham","Y","Greystar","2025-01-08 00:00:00.000","Immerse yourself in immaculate, modern style at The 305’s luxury apartments. An aesthetic showstopper, The 305’s refined interiors offer the perfect blend of sophistication and serenity, bringing understated elegance to your everyday routine. Amenities here are in abundance, designed to keep you calm, cool, and connected. And when you’re on the move, The 305 provides convenient connectivity to Downtown Waltham’s lively dining and cultural scene, the Cambridge Reservoir, and all that Greater Boston has to offer. A rare pearl in a celebrated suburb, The 305 one you won’t want to miss. Features/amenities: Resident clubroom with screening room & 8th floor sky deck, Work-from-home lounge with co-work and private offices, Fitness center with Echelon mirrors and smart exercise bikes, Courtyard with putting green, grill stations, hammocks, Zero-entry outdoor pool, Balconies in select homes, Fully tiled showers with sleek glass doors, Meon-Gibson faucets, Quartz countertops with undermount sinks, Samsung stainless-steel appliances, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Covered Parking or Garages, Pet Friendly, Playground, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511627352,42.399299,"Y",-71.255545,"","Y",4227,"2025-01-08 04:44:29.614",1290,"Y","MA","",2451
"3 Wainwright Road , Winchester, MA 01890","available","2025-01-08 02:13:00.951",2,3,"apartment building","Winchester","N","Greystar","2025-01-08 00:00:00.000","Information coming soon! Features/amenities: Air Conditioning, Balcony or Patio, Dishwasher, Pet Friendly, Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","N","N",511602837,42.456872,"Y",-71.16495,"","N",5013,"2025-01-08 02:13:01.097",1431,"N","MA","",1890
"80 Fawcett Street , Cambridge, MA 02138","available","2025-01-08 02:04:12.268",1,1,"apartment building","Cambridge","Y","Greystar","2025-01-08 00:00:00.000","Come enjoy all that Cambridge, MA has to offer. Besides easy access to Fresh Pond Reservation, Harvard University and the Massachusetts Institute of Technology, Atmark Apartments has LEED Silver designed apartment homes to meet your every need. You'll love the sleek environment with 10' ceilings, granite countertops, modern wood cabinetry, stainless steel appliances and hardwood flooring. Plus, ENERGY STAR appliances, low-voltage lighting and high-efficiency heating and cooling systems keep utility costs in check. Kick back in social areas featuring courtyards, a grilling area with seating and fire pit, bocce courts, a sun-splashed pool with cabanas and the Skydeck Lounge with views of downtown Boston. Plus a fully-equipped fitness center with yoga studio, game room, theater lounge and more. Features/amenities: Two Pet Grooming Stations, Secure Bicycle Parking, Regulation-Sized Bocce Court, Lush Courtyards, Fire Pits & Grilling Stations, Relaxing Pool, 24 Hour Fitness Center, Co-Working Spaces, Indoor-Outdoor Sky Lounge, Balconies*, Generous Walk-In Closets, Front-Loading Washer & Dryer, Hardwood Floors, Stainless Steel Appliances, Granite Countertops, Gourmet Kitchens, 10-Foot Ceilings, Open Floor Plans, Air Conditioning, Dishwasher, Fitness Center, Controlled Access, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511601125,42.391185,"Y",-71.145939,"Cambridge Highlands","Y",2948,"2025-01-08 02:04:12.417",819,"Y","MA","",2138
"102 Mill Road , Everett, MA 02150","available","2025-01-08 02:56:23.532",1,0,"apartment building","Everett","Y","Greystar","2025-01-08 00:00:00.000","COMING SOON! Elevated yet rooted, Maxwell is the perfect balance. Here, you don’t have to go far to experience culture, restaurants, and shops with their own distinct character. Or stay close and benefit from lush surroundings, an inspired work-from-home setup, and amenities that take the edge off city life. At Maxwell, you can enjoy the escape without having to make one. Take it all in. Feel fully restored. Features/amenities: Coworking space with privacy pods, conference room, and open café seating, Rentable clubroom with TV, demonstration kitchen, and lounge seating, Dedicated bicycle storage and repair area, Specialized package room with cold storage, Community pet spa with washing tub and dryer, Separate treatment room to book massages or therapies, Fully equipped chef’s demonstration kitchen for entertaining, Private courtyard with pool, grills, oversize games, cabana seating, fireplace, and firepit, Modern fitness center with private yoga studio, In-unit washer and dryer, Plush carpeted bedrooms, Oversized closets, Undermount cabinet lighting in kitchens, Built-in kitchen pantry storage , Modern subway tile backsplashes, Quartz countertops , Stainless steel GE kitchen appliances, Two-toned soft-close wood kitchen cabinets, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511611275,42.401005,"Y",-71.04462,"","Y",2585,"2025-01-08 02:56:24.042",579,"Y","MA","",2150
"130 Arsenal Street , Watertown, MA 02472","available","2025-01-08 01:45:04.534",2,2,"apartment building","Watertown","Y","Greystar","2025-01-08 00:00:00.000","Elan Union Market features an array of thoughtfully designed amenities including a sparkling pool with sundeck, resident kitchen, top-of-the-line fitness offerings, and a tech lounge ideal for working from home. In your home you'll find a perfect blend of style and comfort, from our generous storage, stylish kitchens, and hardwood flooring to Nest thermostats. Located in one of the most walkable parts of town, Elan Union Market puts you moments away from parks, restaurants, and shops. Features/amenities: Resort-style Pool and Sundeck, Outdoor Lounge with Shaded Seating and Grills, Tech Lounge with Meeting Rooms and Coffee Bar, Gourmet Prep Kitchen Ideal for Events, Expansive Resident Lounge with Billiards and Gaming, Yoga and Wellness Room, Peleton Fitness Bikes with Studio Cycling Classes, Aktiv Virtual and Wellbeats Virtual Fitness Training, 24-Hour Fitness and Cardio Center, Spacious Walk-in Closets, Plush Neutral-toned Carpeting in Bedrooms, High-end chrome fixtures, Designer Pendant Lighting, Stylish Plank Flooring, Kitchen Island for Extra Prep Space*, Sleek Tile Backsplash, Stylish Quartz Countertops, GE Stainless Steel Appliances, Dishwasher, Fitness Center, Covered Parking or Garages, Controlled Access, Pet Friendly, Smoke Free Community","N","N","N","","Y","Y",511596587,42.365328,"N",-71.176359,"","Y",3406,"2025-01-08 01:45:58.657",1148,"Y","MA","",2472
"22 Mount Carmel Way , Worcester, MA 01605","available","2025-01-08 04:19:48.801",2,2,"apartment building","Worcester","Y","Greystar","2025-01-08 00:00:00.000","If you’re looking to plant some roots in the heart of the Commonwealth, look no further than Alta on the Row. Located on the famed Shrewsbury Street, Alta on the Row delivers quick accessibility to Worcester’s hub for exploration and entertainment. Whether you’re a newcomer or local Worcesterite seeking adventure and excitement, Alta on the Row happily indulges. You can embrace Worcester at Alta on the Row. Features/amenities: Enchanting rooftop lounge with cozy seating, fire pits, and unobstructed views of downtown Worcester, Exquisite work-from-home suites and co-working spaces for enhanced productivity and convenience, Elegant clubroom for socializing and entertaining in style, Cutting-edge golf simulator for honing your swing in our game lounge, State-of-the-art 24-hour fitness center equipped with cutting-edge cardio and strength equipment and a dedicated yoga studio., Multiple chic grilling stations for gourmet outdoor culinary experiences, Sumptuous resort-style swimming pool featuring a tanning deck and turf surround for unparalleled relaxation, 2 serene expansive courtyards, styled with plush private seating and an outdoor entertainment space, and an
outdoor “living room” connecting the two courtyards, Prime location located .2 miles from Union Station, enabling residents to easily reach Boston via the MBTA Commuter Rail., Smart NEST thermostats for effortless climate control, Full-size washer and dryer in every apartment, Modern kitchen pendant lighting in select apartment homes, Spacious en-suite primary bathroom with quartz countertops, shower and tub tile surrounds, and frameless, Opulent LVT flooring throughout the entire apartment home, including bedrooms, Full-size washer and dryer in every apartment home, Sleek Stainless Steel Samsung appliance package, Stunning kitchens featuring quartz countertops, designer tile backsplash, soft close cabinetry, and pantry storage, One, two, and three- bedroom custom designed floor plans, Air Conditioning, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",511625050,42.264395,"Y",-71.792112,"","Y",3000,"2025-01-08 04:20:22.365",1075,"Y","MA","",1605
"1000 Main  Campus Drive, Lexington, MA 02421","available","2025-01-08 04:44:28.025",1,1,"apartment building","Lexington","N","AvalonCommunities","2025-01-08 00:00:00.000","Room dimensions, square footage, and features shown on the floor plan drawings are approximate and may vary between individual apartments that have similar layouts. Furniture shown on the floor plan drawings is representative and individual apartments come unfurnished unless specified otherwise. Quoted rent is per month for new move-ins to the community, based on the move-in date selected. Pricing may vary based on lease term. Quoted rent does not including other fees and charges that may be part of your lease (i.e. utilities, parking, etc.). Please contact the community for details. Prior to signing a lease, quoted rent, specials, availability, and other terms and conditions are subject to change without notice. Washington State - We require our own screening and do not accept comprehensive reusable tenant screening reports. Features/amenities: Gas Stove, Microwave, Dishwasher, Garbage Disposal, Walk-in Closet, Primary Exposure West, Central Air Conditioning, Washer/Dryer, Pet-friendly community with WAG Pet Park, , , , Renovated apartments feature kitchens and baths with quartz countertops, white shaker cabinets, hard surface vinyl plank flooring, upgraded lighting and fixtures and kitchens with stainless steel appliances (in select homes), Heated outdoor swimming pool, , , , , Furnished apartment homes available, , Pick up your deliveries 24/7 via Amazon Hub package lockers, , , , , Complimentary shuttle service to Alewife Station - only during commuter hours, , , , , , Bilt Rewards- Start earning points on rent with our free resident rewards program. Use your points for travel, future rent credit, fitness classes, and more, , , ","N","Y","N","","Y","Y",511627349,42.408223,"Y",-71.212441,"","Y",2055,"2025-01-08 04:44:28.069",927,"Y","MA","",2421
"4 Lucy Street , Boston, MA 02125","available","2025-01-08 03:27:20.794",1,2,"apartment building","Boston","Y","Greystar","2025-01-08 00:00:00.000","The Andi offers the opportunity to live in one of Boston's most connected neighborhoods. With easy access to the MBTA Red Line & I-93, you can easily spend days, nights and weekends in your favorite Boston neighborhoods. Our front yard, known as South Bay Center, is alive with a new energy. Outside your door you'll find every convenience - from groceries to home decor - as well as retail therapy, grab-and-go or full-service dining, and even a gleaming, new luxury AMC Theater. Inside, you'll find modern and spacious studio, one, two and three bedroom apartment homes and an amenity suite that's nothing short of amazing. You will fall in love with The Andi apartments in Dorchester, MA! Features/amenities: Close to Quincy Center MBTA Red Line Station, Gargage Parking Available, Indoor Pet Spa, Lush Courtyard with Grilling Stations, Coworking Spaces and Conference Room, Saltwater Pool & Sundeck, Lounge & Fire Features, 2 State-of-the-Art Fitness Centers, Clubhouse w/Billiards, Generous Floor Plans, Washer & Dryers in Unit, Undercabinet Lighting, Patio or Balcony*, Generous Closet Space, High End Finishes, Modern Kitchens, Expansive Windows, Wood Plank Flooring, Air Conditioning, Dishwasher, Fitness Center, Controlled Access, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available","N","N","N","","N","Y",511617178,42.324477,"Y",-71.062528,"North Dorchester","Y",3865,"2025-01-08 03:27:42.215",1013,"N","MA","",2125
"32 Cambridge St","unknown","2025-01-08 12:01:53.266",1,0,"apartment building","Charlestown","N","Willow Bridge","2025-01-08 00:00:00.000","Featuring ultramodern studio, one, two, and three bedroom apartments in a unique urban setting, The Graphic Lofts offers an unbeatable living experience in the heart of a historic Boston neighborhood. Apartment amenities:  Community amenities: ","N","N","N","","N","N",511645589,42.383579,"N",-71.074351,"Charlestown","N",2656,"2025-01-08 12:02:07.894",617,"N","MA","",2129
