"ADDRESS","AVAILABILITY_STATUS","AVAILABLE_AT","BATHS","BEDS","BUILDING_TYPE","CITY","CLUBHOUSE","COMPANY","DATE_POSTED","DESCRIPTION","DOORMAN","FURNISHED","GARAGE","GARAGE_COUNT","GRANITE","GYM","ID","LATITUDE","LAUNDRY","LONGITUDE","NEIGHBORHOOD","POOL","RENT_PRICE","SCRAPED_TIMESTAMP","SQFT","STAINLESS","STATE","YEAR_BUILT","ZIP"
"1020 Southern Artery","unknown","",1,1,"apartment building","Quincy","Y","Westgate Properties (Presidential Estates) Company","2025-01-13 00:00:00.000","Spacious Open Floor Plan
New Kitchens
Tile Baths
Huge Closets
Balconies or Patios
Pet Friendly
A Smoke-Free Community
Air Conditioner
Cable Ready
Carpeting
Dishwasher
Disposal
Efficient Appliances
Electronic Thermostat
High Ceilings
Microwave
Refrigerator
Skylight
Clubhouse with WIFI
Swimming Pool
Tennis Courts
Fitness Center
24 hour On-site Management/Maintenance
Lush Landscaped Grounds with Courtyards
Nearby Public Transportation
Gated Entrance
Convenient Laundry Facilities
High Speed Internet Access
Convenient to Area Amenities
Availability 24 Hours
BBQ/Picnic Area
Free Weights
Night Patrol
Off Street Parking
On-Site Management
Playground
Sauna","N","N","N","","N","Y",514398632,42.2402,"Y",-70.9832,"","Y",1640,"2025-01-20 09:14:47.065",775,"N","MA","1971",2169
"205 Highland Ave","available","2024-11-27 00:00:00.0",1,1,"apartment building","Salem","N"," Company","2024-11-27 00:00:00.000","Air Conditioning
Dishwasher
Fireplace
Frost Free Refigerators
Full-Size Washers and Dryers
Garbage Disposal
Icemaker
Microwave
Private Patio/Balcony
USB Charging Ports *
W/D in Unit
Wheelchair Access
Phase 2 Amenity - Fire Pit 2
Phase 2 Amenity - Fire Pit 3
Phase 2 Amenity Grill 2
Phase 2 Amenity Grill 1
Phase 2 Amenity - Fire Pit 1
9' ft Ceilings*
Cable/Satellite TV
Elementary School:Bates,Bentley, Bowditch, Carlton
Fitness Center
Garage Parking Available
Gas Fireplaces*
High School: Salem High School
Middle School:Collins Middle School
Pet Friendly
Pets with Limitations
Close to Area Transportation
Short Term Lease Options Available
Swimming Pool
University: Salem State College
Upgraded Finishes*","N","N","Y","","N","Y",514399199,42.5054,"N",-70.9174,"","Y",2428,"2025-01-20 09:15:37.493",796,"N","MA","2002",1970
"39 Clinton Street 292 & 294 Harvard St","coming soon","2025-02-01 00:00:00.0",1,3,"apartment building","Cambridge","N"," Company","2025-01-13 00:00:00.000","1 Modern Bath with Full Tub
3 Bedrooms of Different Sizes with Ample Closet Space
Ceramic Tile Eat-In Kitchens with Gas Stove
Dishwasher
Disposal
Hardwood Floors Throughout
High Ceilings
Nice Entry
Private Balconies in Most Apartments
Refrigerator
Spacious Living Room with a Wall of Windows
Bike Storage On-Site
Card Operated Laundry Facilities","N","N","N","","N","N",514398945,42.3693,"Y",-71.1054,"Mid-Cambridge","N",4295,"2025-01-20 09:15:11.975","","N","MA","",2139
"75 Brainerd Rd","available","2025-01-13 00:00:00.0",1,1,"apartment building","Allston","N","National Development Company","2025-01-13 00:00:00.000","*Floor to Ceiling Windows
*Flooring Options from Vinyl Plank to Polished Concrete
*Private Patio
Cable Ready
Energy Efficient Stainless Steel Appliances
High Ceilings
Individually Controlled Heating and Cooling
Smoke Free Environment
Washer/Dryer in Every Home
24 Hr. Fitness Center with On-demand Fitness Studio
24 Hr. Maintenance
After-hours Concierge Service
Brita Hydration Stations on Every Floor
Centrally Located Management Office
Clubroom
Controlled Access/Gated
Covered Parking
Electric Car Charging Stations
Elevator
Extra Storage Available
Garage
LEED Certified Green Building
Media Room
On Site Bike Storage
One Block from Green Line (Griggs Street)
Outdoor Rooftop Kitchen and Grills
Package Receiving
Pet Spa and Grooming Room
Recycling
Work Bar
Zip Car on Premises","Y","N","Y","","N","Y",514398359,42.3478,"Y",-71.1336,"Allston-Brighton","N",4068,"2025-01-20 09:14:10.717",972,"Y","MA","2014",2134
"100 Heard Street , Chelsea, MA 02150","available","2025-01-20 02:22:11.844",1,1,"apartment building","Chelsea","N","Greystar","2025-01-20 00:00:00.000","Welcome to One North of Boston! Our apartment community has been designed to be exceptional, with more amenities than you've ever seen before, engaging resident services, gorgeous apartment homes, high end finishes, and pet pampering. It is easy to fall in love with the community, but also the convenience. We are located just one mile from downtown Boston and have direct access with the Silver Line at our door, and we are only one stop to North Station via the Commuter Line. Find a home that truly has everything to offer. Features/amenities: 0, On-Site Dog Day Care & Spa, Outdoor Gaming Area, Two Sparkling Pools & Sundecks, Indoor Basketball Court, Amazon Hub Package System, Walk-In Closets, Stainless Steel/Energy Star Appliances, Quartz Countertops, Oversized Windows, Bamboo & Wide Plank Flooring, Air Conditioning, Dishwasher, Fitness Center, Controlled Access, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",514312300,42.395341,"Y",-71.032912,"","Y",2656,"2025-01-20 02:22:12.750",805,"Y","MA","",2150
"95 West Street","available","2024-10-22 00:00:00.0",2,2,"apartment building","Walpole","Y","John M. Corcoran & Company Company","2024-10-22 00:00:00.000","Quartz kitchen countertops & tile backsplash
GE stainless steel Energy Star Appliances
Private balconies or patios*
In-home washer & dryer
Smoke free
Valet door-to-door trash service
Spacious bedroom closets with custom shelving
Kitchen island with pendant lighting
42-inch kitchen cabinets
Nest Learning Thermostats
Plank flooring in kitchen & living areas
Window Coverings
Refrigerator
Hardwood Floors
Large Closets
Gas Range
Disposal
Dishwasher
Carpeting
Air Conditioner
Efficient Appliances
Wheelchair Access
State-of-the art fitness facility
Entertainment lounge featuring large-screen TV, gas fireplace, billiards table and WIFI
Home office huddle space & conference room
Heated saltwater swimming pool
Adjacent to Walpole MBTA Commuter Rail Station
Yoga studio with Fitness-On-Demand, spinning & barre
Bike storage and repair station
Underground Parking
Off Street Parking
Terrace deck featuring two fire pits & outdoor TV
Package Receiving
Sundeck
Green Building
Free Weights
Garage
Elevators
Recycling
On-Site Maintenance
On-Site Management
Controlled Access/Gated
BBQ area with gas grills
EV charging stations
LEED Gold Certified
Wi-Fi access in business center
Pet Spa","N","N","Y","","Y","Y",514399409,42.1449,"Y",-71.2566,"","Y",3484,"2025-01-20 09:15:59.625",1033,"Y","MA","",2081
"790 Boylston Street, Boston, MA 02199","available","2025-01-20 03:37:49.895",1,0,"apartment building","Boston","N","AvalonCommunities","2025-01-20 00:00:00.000","Room dimensions, square footage, and features shown on the floor plan drawings are approximate and may vary between individual apartments that have similar layouts. Furniture shown on the floor plan drawings is representative and individual apartments come unfurnished unless specified otherwise. Quoted rent is per month for new move-ins to the community, based on the move-in date selected. Pricing may vary based on lease term. Quoted rent does not including other fees and charges that may be part of your lease (i.e. utilities, parking, etc.). Please contact the community for details. Prior to signing a lease, quoted rent, specials, availability, and other terms and conditions are subject to change without notice. Washington State - We require our own screening and do not accept comprehensive reusable tenant screening reports. Features/amenities: Granite Countertops, Refrigerator, Electric Stove, Dishwasher, Garbage Disposal, Hardwood flooring, Primary Exposure East, Central Air Conditioning, Cats and dogs are welcome. Please check the dog breed and pet restrictions., , , , Fully-equipped, modern kitchens with granite countertops, stainless steel appliances (in select apartments), tile backsplashes, and ceramic tile flooring, , , , Furnished apartment homes available, , , , , , , Close to Copley, Prudential and Back Bay T Stops, and the Back Bay Train Station, , Bilt Rewards- Start earning points on rent with our free resident rewards program. Use your points for travel, future rent credit, fitness classes, and more, , ","N","Y","N","","Y","Y",514326007,42.3491246,"N",-71.0810868,"Back Bay-Beacon Hill","N",2585,"2025-01-20 03:37:49.930",543,"Y","MA","",2199
"102 Mill Road , Everett, MA 02150","available","2025-01-20 02:26:46.361",2,2,"apartment building","Everett","Y","Greystar","2025-01-20 00:00:00.000","COMING SOON! Elevated yet rooted, Maxwell is the perfect balance. Here, you don’t have to go far to experience culture, restaurants, and shops with their own distinct character. Or stay close and benefit from lush surroundings, an inspired work-from-home setup, and amenities that take the edge off city life. At Maxwell, you can enjoy the escape without having to make one. Take it all in. Feel fully restored. Features/amenities: Coworking space with privacy pods, conference room, and open café seating, Rentable clubroom with TV, demonstration kitchen, and lounge seating, Dedicated bicycle storage and repair area, Specialized package room with cold storage, Community pet spa with washing tub and dryer, Separate treatment room to book massages or therapies, Fully equipped chef’s demonstration kitchen for entertaining, Private courtyard with pool, grills, oversize games, cabana seating, fireplace, and firepit, Modern fitness center with private yoga studio, In-unit washer and dryer, Plush carpeted bedrooms, Oversized closets, Undermount cabinet lighting in kitchens, Built-in kitchen pantry storage , Modern subway tile backsplashes, Quartz countertops , Stainless steel GE kitchen appliances, Two-toned soft-close wood kitchen cabinets, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",514313350,42.401005,"Y",-71.04462,"","Y",3125,"2025-01-20 02:26:47.719",780,"Y","MA","",2150
"3000 Green District Blvd , Marlborough, MA 01752","available","2025-01-20 16:22:52.817",2,2,"apartment building","Marlborough","Y","Greystar","2025-01-20 00:00:00.000","Nestled within a grove of trees, The Lodge is an homage to its surroundings. This stunning building invites the outside in. The Lodge is truly deserving of its name, with gorgeous post and beam elements. With exceptional amenities and finishes, residents will find spacious apartments and community spaces that envelop them in elevated comfort. For those discerning enough to seek out the extraordinary, welcome in. Features/amenities: Lil lodge play area as well as guest suites available for rent, On-site nature trails and pond, Roof deck area with grills, outdoor lounge seating and sweeping views of surrounding nature, Co-working spaces as well as multiple private offices all with high speed Wifi, Trackman golf simulator room featuring PGA tour level courses, ""The Heartwood"" - a 2,500 sqft. fitness facility with yoga room, Peloton studio and more, ""The Quill"" a 2,000 volume library, Great room fireplace lounge featuring ""The Night Owl Bar"" serving beer on tap, Courtyard style heated pool with cabana and poolside sundeck lounging, Select homes featuring dens and private offices, In home private washer and dryer, Smart thermostats, Quartz countertops, Central air conditioning and heat, Large spacious walk in closets, Stainless steel appliances, Shaker style kitchen cabinets, Select top-floor penthouse homes available with extra features and extra high ceilings, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Covered Parking or Garages, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",514507030,42.31892,"Y",-71.577191,"","Y",4035,"2025-01-20 16:23:33.793",1305,"Y","MA","",1752
"305 Winter Street , Waltham, MA 02451","available","2025-01-20 04:47:16.452",1,1,"apartment building","Waltham","Y","Greystar","2025-01-20 00:00:00.000","Immerse yourself in immaculate, modern style at The 305’s luxury apartments. An aesthetic showstopper, The 305’s refined interiors offer the perfect blend of sophistication and serenity, bringing understated elegance to your everyday routine. Amenities here are in abundance, designed to keep you calm, cool, and connected. And when you’re on the move, The 305 provides convenient connectivity to Downtown Waltham’s lively dining and cultural scene, the Cambridge Reservoir, and all that Greater Boston has to offer. A rare pearl in a celebrated suburb, The 305 one you won’t want to miss. Features/amenities: Resident clubroom with screening room & 8th floor sky deck, Work-from-home lounge with co-work and private offices, Fitness center with Echelon mirrors and smart exercise bikes, Courtyard with putting green, grill stations, hammocks, Zero-entry outdoor pool, Balconies in select homes, Fully tiled showers with sleek glass doors, Meon-Gibson faucets, Quartz countertops with undermount sinks, Samsung stainless-steel appliances, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Covered Parking or Garages, Pet Friendly, Playground, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",514328749,42.399299,"Y",-71.255545,"","Y",3038,"2025-01-20 04:47:29.929",750,"Y","MA","",2451
"1000 Main  Campus Drive, Lexington, MA 02421","available","2025-01-20 10:29:52.789",2,2,"apartment building","Lexington","N","AvalonCommunities","2025-01-20 00:00:00.000","Room dimensions, square footage, and features shown on the floor plan drawings are approximate and may vary between individual apartments that have similar layouts. Furniture shown on the floor plan drawings is representative and individual apartments come unfurnished unless specified otherwise. Quoted rent is per month for new move-ins to the community, based on the move-in date selected. Pricing may vary based on lease term. Quoted rent does not including other fees and charges that may be part of your lease (i.e. utilities, parking, etc.). Please contact the community for details. Prior to signing a lease, quoted rent, specials, availability, and other terms and conditions are subject to change without notice. Washington State - We require our own screening and do not accept comprehensive reusable tenant screening reports. Features/amenities: Gas Stove, Microwave, Dishwasher, Garbage Disposal, Walk-in Closet, Primary Exposure Southeast, Central Air Conditioning, Washer/Dryer, Pet-friendly community with WAG Pet Park, , , , Renovated apartments feature kitchens and baths with quartz countertops, white shaker cabinets, hard surface vinyl plank flooring, upgraded lighting and fixtures and kitchens with stainless steel appliances (in select homes), Heated outdoor swimming pool, , , , , Furnished apartment homes available, , Pick up your deliveries 24/7 via Amazon Hub package lockers, , , , , Complimentary shuttle service to Alewife Station - only during commuter hours, , , , , , Bilt Rewards- Start earning points on rent with our free resident rewards program. Use your points for travel, future rent credit, fitness classes, and more, , , ","N","Y","N","","Y","Y",514447668,42.408223,"Y",-71.212441,"","Y",2770,"2025-01-20 10:29:52.881",1355,"Y","MA","",2421
"101 Mill Rd. , Everett, MA 02149","available","2025-01-20 08:25:32.735",1,0,"apartment building","Everett","N","Greystar","2025-01-20 00:00:00.000","With a welcoming, light-industrial design, tasteful amenities, and dedicated work areas, inspiration is easy to come by. So, whether your plans involve getting creative, getting fit, gathering with friends, or relaxing after your easy commute, Mason is always the right speed. After all, this is home. Features/amenities: Get creative in the makerspace, designed for artists & DIY enthusiasts, Relax in the Great Room with cozy fireplace & large-screen tv’s, On-site parking and easy access to the Chelsea train station, Stay active in the fully equipped, modern fitness center and yoga studio, Variety of open concept + private onsite co-working spaces, Resort-style courtyard pool with cabana seating, Treat your wardrobe to luxurious oversized closets, Stylish wide-plank flooring throughout, Sleek subway tile backsplashes, Feel the light pour in through oversized windows, Modern white high-gloss, flat front cabinetry, Quartz countertops & stainless GE™ appliances, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",514368212,42.399561,"Y",-71.044518,"","Y",2680,"2025-01-20 08:25:42.865",568,"Y","MA","",2149
"18-26 Chauncy Street","unknown","",1,3,"apartment building","Cambridge","N","Chestnut Hill Realty Company","2025-01-13 00:00:00.000","Cable Ready
Cooking Gas, Garbage Disposal, Sewer, Trash, Heat and Water Included
Courtyard views
Crown molding
Custom cabinets
Dining area
Dishwasher*
Extra Storage
Granite countertops*
Hardwood Floors
Light and bright interiors*
Microwave
Newly renovated bathroom*
Refrigerator
Stainless steel appliances
Tile Floors
24-Hour Emergency Maintenance Response
Bicycle storage
Controlled building access
Courtyard
Extra storage
Fitness Center
Laundry Facility
Online rent payment
On-site management
Walking Distance to T","N","N","N","","Y","Y",514397590,42.3793,"Y",-71.1231,"Neighborhood 9","N",4500,"2025-01-20 09:13:05.593",1239,"Y","MA","1890",2138
"1 Wall Street","coming soon","2025-01-16 00:00:00.0",1,1,"apartment building","Attleboro","Y","John M. Corcoran & Company Company","2024-10-22 00:00:00.000","Cable Ready
Open concept kitchens & living room
Luxury wood-style flooring in entry and kitchen
Modern kitchens with breakfast islands
Stainless steel appliances
Granite countertops
Luxurious bathrooms with tile flooring
Large windows
In-home laundry
Convenient USB ports
Air Conditioner
Open concept community lounge/multi-function room
Beverage bar & community kitchenette for entertaining
Complimentary WiFi in common areas
Mail center with secure package room
Covered parking available
Large, 24-hour fully equipped fitness center
Secure entries and video surveillance","N","N","N","","Y","Y",514397750,41.9423,"Y",-71.2846,"","N",2120,"2025-01-20 09:13:17.755",828,"Y","MA","2021",2703
"85 Washington Street","coming soon","2025-02-11 00:00:00.0",1,1,"apartment building","Plainville","N"," Company","2024-10-23 00:00:00.000","1, 2, & 3 BEDROOMS
MODERN FLOOR PLANS
SPACIOUS CLOSETS
GRANITE COUNTERTOPS
ENERGY STAR WHIRLPOOL APPLIANCES
STAINLESS STEEL APPLIANCES
FULL SIZE WASHER/DRYER
FAUX WOOD FLOORS
PET FRIENDLY
SMART HOME READY
USB CHARGING STATIONS
BEACH ENTRY POOL
GAME ROOM
24/7 FITNESS & AEROBICS
GARAGES & STORAGES
PAW PARK
BUSINESS CENTER
COFFEE & WINE BAR
SUPERIOR CUSTOMER SERVICE","N","N","N","","Y","Y",514454101,42.0111,"Y",-71.3205,"","Y",2350,"2025-01-20 10:39:12.445",763,"Y","MA","2018",2762
"1 Wampanaog Drive","unknown","",1.5,3,"apartment building","Mashpee","N","The Community Builders, Inc. Company","2024-11-26 00:00:00.000","Patio/Balcony
Hardwood Floors
Cable Ready
Carpeted Floors
Some Paid Utilities
Paid Gas for Cooking
Paid Heat and Hot Water
Dining Area
Ample Closet Space
Sliding Door to Deck
Vertical Blinds
Furnace and Insulation
Off street parking
Black Appliances
Electronic Thermostat
Gas Range
Refrigerator
Disability Access
Mini Blinds
Off Street Parking
Availability 24 Hours
Basketball Court(s)
BBQ/Picnic Area
Child Care
Copy & Fax Services
Guest Parking
Public Parks Nearby
Dog Park
Easy Access to Freeways
Section 8 Welcome

Resident events and services
Smoke Free 2017
Laundry Facility
On-Site Maintenance
On-Site Management
Package Receiving
Children's Play Area
Access to Public Transportation
Recycling","N","N","N","","N","N",514399250,41.6216,"Y",-70.5042,"","N",1472,"2025-01-20 09:15:44.684",1250,"N","MA","",2649
"100 Woodview Way","coming soon","2025-01-15 00:00:00.0",1,1,"apartment building","Watertown","Y","Bell Partners, Inc.  Company","2025-01-13 00:00:00.000","Granite Countertops in select units
Ceramic Subway Tile Backsplashes
Fully Equipped Kitchen with Stainless Steel, Energy Efficient Appliances
Espresso Cabinets
Stone Trim Shower Surrounds
Brushed Nickel Fixtures
Pendant Light Fixtures In Kitchens
Faux Wood Vinyl Plank Flooring
Private Balcony And Patio in select units
City Views In Selected Units
Full Size Washer And Dryer Included
2-Inch Plantation Style Blinds & 9ft Ceilings
9Ft Ceilings
24 Hr Fitness Center With Free Weights And Yoga Studio
Nature Preserve Walking Path
Picnic Area With Gas Grills
Saltwater Pool
Sundeck And Fire Pit
Package Receiving
Dog Park/Play Area
Business Center With Printer, Copier, Scanner
Newly REnovated Clubhouse With Billiards, TV, Coffee Bar
Bike Storage
Convenient, Open Parking
Elevators
Media / Game Room With Xbox One, PS4
Playground
Public Transportation
Short Term Leasing (3-12 Months)","N","N","N","","Y","Y",514399468,42.3701,"Y",-71.2102,"","Y",2984,"2025-01-20 09:16:06.745",756,"Y","MA","2014",2472
"1550 Soldiers Field Road","available","2025-01-13 00:00:00.0",1,1,"apartment building","Boston","Y"," Company","2025-01-13 00:00:00.000","Chef-inspired kitchens
Modern duel-tone cabinetry
Views of the Charles River *
Patio/Balcony
Closet Walk-in
Washer/Dryer
Appliances Stainless
App Dishwasher
High Ceilings
Electronic Thermostat
Smart locks
Cable Ready
ADA Handicap Access
ADA Handicap Adaptable
Balcony Medium
Balcony Small
Balcony Large
App W/D Fullsize
Garage
Free Weights
Fitness Center
Rooftop lounge with views of Boston and the Charles River
Courtyard with fire pit and grilling stations
24-Hour Fitness Center
Yoga Studio
Garage Parking
Electric Vehicle Charging
Co-Working Lounge/Conference Room
Club Room
Pet Washing Station
Game Room
Wifi access in common areas
On-site management Team
Dry Cleaning Pick up and Drop off Services
Package Storage
Elevator
Bike Racks
Courtyard
Recycling
Short Term Lease","N","N","Y","","N","Y",514398305,42.3599,"Y",-71.1496,"Allston-Brighton","N",3374,"2025-01-20 09:14:06.887",760,"Y","MA","2022",2135
"101 Mill Rd. , Everett, MA 02149","available","2025-01-20 08:25:32.735",2,2,"apartment building","Everett","N","Greystar","2025-01-20 00:00:00.000","With a welcoming, light-industrial design, tasteful amenities, and dedicated work areas, inspiration is easy to come by. So, whether your plans involve getting creative, getting fit, gathering with friends, or relaxing after your easy commute, Mason is always the right speed. After all, this is home. Features/amenities: Get creative in the makerspace, designed for artists & DIY enthusiasts, Relax in the Great Room with cozy fireplace & large-screen tv’s, On-site parking and easy access to the Chelsea train station, Stay active in the fully equipped, modern fitness center and yoga studio, Variety of open concept + private onsite co-working spaces, Resort-style courtyard pool with cabana seating, Treat your wardrobe to luxurious oversized closets, Stylish wide-plank flooring throughout, Sleek subway tile backsplashes, Feel the light pour in through oversized windows, Modern white high-gloss, flat front cabinetry, Quartz countertops & stainless GE™ appliances, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",514368529,42.399561,"Y",-71.044518,"","Y",3660,"2025-01-20 08:26:06.956",1056,"Y","MA","",2149
"35-43 Braintree St","available","2025-01-07 00:00:00.0",1,1,"apartment building","Boston","Y","Jones Street Investment Partners, LLC Company","2025-01-07 00:00:00.000","Microwave
Dishwasher
Washer/Dryer
Full Size Kitchen
Stainless Steel Appliances
Luxury Vinyl Flooring
Modern Finishes
White Silestone Countertops
Maple Finish Cabinets
Studio, 1-Bedroom, 2-bedroom & 3-Bedroom Homes
Library
Leasing Office
Art Gallery
Smart Package Room
Maker's Room
Sky Lounge
Work Pods
Arcade Room
Sky Deck
Bike Storage
Garage Parking","N","N","Y","","N","N",514398023,42.3563,"Y",-71.1345,"Allston-Brighton","N",3388,"2025-01-20 09:13:49.547",456,"Y","MA","2024",2134
"4 Lucy Street","coming soon","2025-01-14 00:00:00.0",2,2,"apartment building","Boston","Y"," Company","2025-01-13 00:00:00.000","Balcony
View Scenic
Level 03
Level 04
Level 05
Level 06
Built-in Desk
Balcony Juliet
Terrace
ADA Handicap Access
View Town
Access Street
View City
View City Partial
Den
Patio
Den II
Penthouse
View Courtyard
Kitchen Island
Kitchen Upgraded
Balcony 120
Top Level
Top Level II
View Partial
Bedroom Nook
Upgrade I
View Courtyard II
Location Corner Unit
Fitness Center
Swimming Pool
Club House
Concierge
Business Center
On-Site Maintenance
TV Lounge
Bark Park
BBQ Grill
Cyber Café
Internet
Storage
Online Rent Payments
Oversized Windows
Appliances Stainless
Svc Alarm Ready
Juliet and Terrace Balconies
App Dishwasher
Undercabinet Lighting
Refrigerator
Tile Backsplashes
App W/D
Svc Air Conditioning
Expansive Closet
Wood Plank Flooring
Caesarstone Counters
EV Parking Stations
Indoor Pet Wash
Gated and Garage Parking
Lush Courtyard
Yoga Space
Indoor Bike Storage and Repair
Glass Showers
Moen Fixtures","Y","N","Y","","N","Y",514398264,42.3243,"N",-71.0623,"North Dorchester","Y",3788,"2025-01-20 09:14:02.574",1130,"Y","MA","2019",2125
"12 Island Hill Ave.","available","2025-01-13 00:00:00.0",1,1,"apartment building","Melrose","N"," Company","2025-01-13 00:00:00.000","Gourmet Kitchens
9-10 Foot Ceilings
Stainless-Steel Appliances
Luxury Vinyl Flooring in Living Spaces
Full Size Washer & Dryer
Granite or Quartz Countertops
Walk-In Closets
Air Conditioning
Garbage Disposals
Microwaves
Glass Stove Tops
Private Entrances*
Private Patio/Balconies*
Fireplaces*
Office Space*
Gorgeous Bay Windows*


Resort-Style Swimming Pool and Sundeck With Wi-Fi (Seasonal)
Awarded #1 Property Management Company in Overall Satisfaction by the Kingsley Index for the third consecutive year
24-Hour Fitness Center With Modern Equipment and Cardio Theater
24-Hour Package Receiving
Business Center
Reserved Garage Parking
Adjacent To Pine Banks Park and Minutes From Middlesex Fells Reservation
Beautifully Manicured Grounds and Courtyards
Pedestrian Friendly Walkways and Areas To Jog
Bike Racks Available In The Garage
Pet-Friendly - Cats and Dogs Welcome!
On-Site Dog Park
Five-Minute Walk To The Oak Grove T Station On The Orange Line (12 Min To Boston)
Walk To The Shops At Oak Grove Village For Immediate Shopping Conveniences
EV Charging Stations
Elevators*
On-Site Professional Management Six Days A Week
Recycling
Online Payments Available
Smoke Free Community","N","N","Y","","Y","Y",514399623,42.4402,"Y",-71.0687,"","Y",2560,"2025-01-20 09:16:17.045",717,"Y","MA","2008",2176
"300 Harrison Avenue","available","2025-01-13 00:00:00.0",1,0,"apartment building","Boston","Y","National Development Company","2025-01-13 00:00:00.000","*Furnished options available
*Kitchen Islands
*View of Boston Skyline
*Walk-in Closets
Air Conditioner
Cable Ready
Dishwasher
Disposal
Electronic Thermostat
High Ceilings
Microwave
Patio/Balcony
Quartz Countertops in Kitchen and Bath
Refrigerator
Stainless Steel Appliance Package
Vinyl Plank Flooring in Living Areas and Hallways
Washer/Dryer in Every Home
Wheelchair Access
Window Treatments
Availability 24 Hours
BBQ/Picnic Area
Bike Racks
Business Center
Club Discount
Clubhouse
Concierge
Controlled Access/Gated
Courtyard
Covered Parking
Multiple Resident Lounges
Car Detailing Station
BLUEbikes Bike Rental
Direct Access to Whole Foods
On-Site Dry Cleaning Service
On-Site Pet Concierge
Grand Lobby with Demonstration Kitchen (Private complimentary event space)
Smoke Free Environment
Pet Grooming Station
Elevator
Fitness Center and Yoga Studio
Free Weights
Garage
Gold LEED Certified
Group Exercise
High Speed Internet
Housekeeping
Laundry Facilities
Meal Service
Media Room
Night Patrol
Off Street Parking
On-Site Maintenance
On-Site Management
Package Receiving
Pool
Near Red, Orange, and Silver Lines
Recreation Room
Recycling
Short Term Lease
Electric-Vehicle Charging Stations
Rooftop Pool","Y","Y","Y","","Y","Y",514398427,42.3461,"Y",-71.0629,"South End","Y",2713,"2025-01-20 09:14:15.564",520,"Y","MA","2015",2118
"50 Francis Street","available","2025-01-13 00:00:00.0",1,2,"apartment building","Holbrook","N","rentcafe","2025-01-13 00:00:00.000","Off Street Parking","N","N","N","","N","N",514397342,42.1255,"N",-71.0097,"","N",2400,"2025-01-20 09:12:36.498","","N","MA","",2343
"1209 Ocean Street","unknown","",1,1,"apartment building","Marshfield","N","Beacon Residential Mgmt. Company","2024-10-22 00:00:00.000","Central Heat and Air Conditioning
Energy Efficient Green Design
In-Home Laundry Suite
Wellness Center
Community Spa and Salon
Fitness Center
Media Room
Convenient Elevator Access
Bocce Court
Outdoor Patio and Grilling Area
Bike Storage Room
Smoke-free Community
Close to Rexhame and Fieldston Beaches
Near Routes 3, 3A, 139 and 128
24 Hour On-Call Maintenance
Professional Onsite Management Team","N","N","N","","N","Y",514399232,42.1004,"Y",-70.6775,"","N",1758,"2025-01-20 09:15:40.860",726,"N","MA","2011",2050
"100 Thompson Farm","available","2024-11-07 00:00:00.0",1,1,"apartment building","Bedford","Y"," Company","2024-11-07 00:00:00.000","Nine foot Ceilings
Granite Counters
Dishwasher
Balconies & Patios
Wood Flooring
In-Home Washer & Dryer
Stainless Steel Range & Oven
2nd Floor
3rd Floor
4th Floor
Fireplace
Hardwood
Tot Lot Playground
Garages Available
Outdoor Dog Run
Grilling Deck with Lounge Seating
Media Center & Community Entertainment Kitchen
Fitness Center & Yoga Stretching Room
Pool with Large Sun-Bathing Deck
Fitness on Demand
Outdoor Half-Court Basketball
Community Great Room & Fireplace Lounge
Wi-Fi Business Center & Study Lounge
Balconies & Terraces
Nest Thermostats
Indoor Dog Wash
Outdoor Greenspaces","N","N","N","","Y","Y",514397869,42.5109,"Y",-71.2382,"","Y",2762,"2025-01-20 09:13:31.774",776,"Y","MA","2007",1730
"1173 Adams St","available","2025-01-13 00:00:00.0",2,2,"apartment building","Dorchester","N","rentcafe","2025-01-13 00:00:00.000","Unit 301","N","N","N","","N","N",514398561,42.2727,"N",-71.066,"South Dorchester","N",3150,"2025-01-20 09:14:32.130","","N","MA","",2124
